买家会员名,宝贝ID,购买次数
933,547794157516,1
933,550735773284,1
933,550966828606,1
934,35877393642,1
934,36074765406,1
934,37276995387,1
934,37941111428,1
934,44928090920,1
934,528023284532,1
934,528109847799,2
934,530812936284,1
934,531846025844,1
934,536009750573,1
934,539677826038,1
934,544115759872,1
934,544768785584,1
934,545566976422,1
934,547794157516,1
935,40400203213,1
936,35797606083,1
936,36266985550,1
936,522609190751,1
936,540349069906,1
936,545538490326,1
936,547387807548,1
936,549710009588,1
937,35798891586,1
937,37665896062,1
937,528166273868,1
937,533204346200,1
938,35877393642,1
938,530812936284,1
938,531877266868,1
938,537396783238,1
938,540407272609,1
939,529100790989,1
939,529405509010,1
939,532940035080,1
939,543694756340,1
939,543827067334,1
939,544099790786,1
941,549378588703,1
942,535703074519,1
943,520310825412,2
943,527475911875,1
943,536009750573,1
943,541659214822,1
943,547751184046,1
943,547794157516,1
944,40400203213,2
944,530812936284,1
945,527419046969,1
946,39539028043,7
946,43104145123,1
946,535612234886,1
946,546104970758,1
946,547297272467,1
947,521926312352,1
948,545538490326,1
949,547644315780,1
950,545974803385,1
951,545566976422,1
952,521019257989,1
952,545516801138,1
953,35877393642,1
953,36286235128,1
953,42240451814,1
953,42768874029,1
953,45171930915,1
953,530812936284,1
953,532936159396,1
953,535612234886,1
953,535647669951,1
953,536728628605,1
953,541474263467,1
953,550597738824,1
954,535612234886,1
955,544016559367,3
956,36266985550,1
956,42646163798,1
956,539522491801,1
956,539677826038,1
956,539853979136,1
956,541474263467,1
956,541659214822,1
956,546275765548,2
956,547382055156,1
956,547794157516,1
956,550659732532,1
956,551091071810,1
957,543616921912,1
958,530812936284,1
959,36266985550,1
959,527419046969,1
959,531145857565,1
960,545538490326,1
961,544768785584,1
962,35721027449,1
962,35722333869,2
963,541659214822,1
964,545957998521,1
965,528109847799,1
966,535703074519,1
967,550905064205,1
968,531846025844,1
969,544768785584,1
970,36286235128,1
972,36074765406,1
972,44928090920,1
973,545957998521,1
974,35722000205,2
974,36416065395,1
974,42577833473,1
974,520310825412,1
974,529337915679,1
974,545516801138,1
975,540882092170,1
976,545538490326,2
977,42577833473,1
977,531877266868,2
977,545957998521,1
978,535612234886,1
979,545957998521,1
980,35722333869,1
980,37444707994,1
980,538540548218,1
980,545912368452,1
980,547812750733,1
981,535612234886,1
982,546243180299,1
983,36266985550,1
983,521926312352,1
983,530710879153,1
983,545912368452,1
983,547382055156,1
984,545538490326,1
985,35798891586,1
985,39375321605,1
985,39386028930,1
985,538535227251,1
985,540658025950,1
985,540662535716,1
985,542978775847,1
985,543626161846,1
985,546783957758,1
985,551053390911,1
986,35877393642,1
986,536083448292,1
986,536125595091,1
986,538494418449,1
986,547794157516,1
987,35877393642,1
987,36286235128,6
987,39386028930,1
987,40400203213,1
987,42240451814,1
987,530812936284,1
987,535612234886,1
987,537396783238,4
987,538535227251,1
987,538658965256,1
987,540661582201,1
987,541474263467,1
987,542939108885,1
987,547380519834,1
987,547510552253,1
987,549378588703,1
988,36286235128,3
988,539677826038,1
988,541659214822,1
989,35721723963,1
990,545538490326,1
991,36266985550,1
991,45404080098,1
991,528109847799,1
991,531379484499,1
991,531846025844,1
991,531877266868,1
991,540662291619,1
991,547812750733,1
993,531877266868,1
994,549765831606,1
995,535612234886,1
996,45105421124,1
996,521019257989,1
996,549378588703,2
997,544114247390,1
997,544114479515,1
997,549710009588,1
998,35877393642,1
998,37276995387,1
998,39386028930,1
998,540658025950,1
998,540662535716,1
998,542939108885,1
998,547389639874,1
999,35721027449,1
999,35722000205,1
999,36267739775,1
999,45404080098,1
999,522171062085,1
999,531877266868,2
999,536009750573,1
999,537166359199,1
999,538585695146,1
999,539522491801,1
999,539853979136,1
999,541592384250,1
1000,537396783238,1
1000,548998614714,1
1000,551079722431,1
1001,36074765406,1
1001,522566248653,1
1001,536125595091,1
1001,537105495948,1
1001,540662535716,1
1001,544768785584,1
1001,547794157516,1
1002,36286235128,3
1003,527419046969,2
1004,528109847799,1
1004,539677826038,1
1004,540407272609,1
1004,543827067334,1
1004,544099790786,1
1004,546827381933,1
1004,548130516925,1
1004,549640657338,1
1005,35722000205,1
1006,45123664231,1
1006,522171062085,1
1006,531379484499,1
1006,531877266868,1
1007,45105421124,1
1007,527419046969,1
1007,537215013586,1
1007,538658221958,1
1007,540349069906,1
1007,540407272609,1
1007,543719829706,1
1007,544114479515,1
1007,545912368452,1
1007,545959606207,1
1007,546928423058,1
1007,549518534180,1
1007,551091071810,1
1008,538494418449,1
1009,35722000205,1
1009,35722333869,1
1009,36353085367,2
1009,36421128017,1
1009,44928090920,2
1009,520310825412,2
1009,521906910410,1
1009,529055709096,2
1009,529100790989,1
1009,538658221958,1
1009,546827381933,1
1009,547382055156,1
1010,35722000205,1
1011,35722000205,1
1011,35722333869,1
1011,541659214822,1
1011,544106282196,1
1011,544768785584,1
1012,36416065395,1
1012,40601929263,1
1012,521906910410,1
1012,537396783238,1
1012,538535227251,1
1012,538658965256,1
1012,547306204530,1
1012,547387807548,1
1012,547510552253,1
1013,35722333869,1
1013,36416065395,1
1013,36500131840,1
1013,40400203213,1
1013,521926312352,1
1013,527419046969,1
1013,531877266868,1
1013,538658965256,1
1013,545516801138,1
1013,545955506006,1
1013,545957998521,1
1014,36286235128,2
1014,549640657338,1
1015,530812936284,1
1015,537396783238,1
1015,538658965256,1
1015,539853979136,1
1017,547644315780,1
1017,549378588703,1
1018,521826021046,1
1018,521926312352,1
1018,522060783761,1
1018,522151739462,1
1018,528109847799,1
1018,539677826038,2
1018,542939108885,1
1018,543694756340,1
1018,543694848992,1
1018,545516801138,1
1018,545538490326,1
1018,545566976422,1
1018,549710009588,1
1018,551079722431,1
1018,551715398940,1
1019,544768785584,1
1020,35797606083,1
1020,36266985550,1
1020,36500131840,1
1020,40601929263,1
1020,42577833473,1
1020,45123664231,1
1020,520310825412,1
1020,531846025844,1
1020,539522491801,1
1020,545979147913,1
1020,546243180299,1
1020,547382055156,1
1020,549536550945,1
1020,549882564050,1
1021,35721723963,1
1021,45404080098,1
1021,521926312352,1
1021,528023284532,1
1021,528109847799,1
1021,540349069906,1
1021,541659214822,1
1021,546827381933,1
1021,549536550945,1
1022,37276995387,1
1022,522080118518,1
1022,528023284532,1
1022,528109847799,3
1022,535612234886,1
1022,535703074519,1
1022,537180206236,1
1023,35721723963,1
1023,36267739775,1
1023,39539028043,1
1023,45404080098,1
1023,527419046969,2
1023,529339155756,2
1023,535612234886,1
1023,539677826038,1
1023,540407272609,1
1023,543616921912,1
1023,544115759872,1
1023,545912368452,1
1023,546827381933,1
1023,550715341924,1
1024,35722333869,1
1024,35877393642,1
1024,36286235128,1
1024,44928090920,1
1024,529055709096,1
1024,536125595091,1
1024,550659732532,1
1024,550661692854,1
1024,550715341924,1
1025,42577833473,1
1025,521019257989,2
1025,543889179481,1
1025,550597738824,1
1026,36074765406,1
1026,544066720474,1
1026,544115759872,1
1026,546243180299,4
1026,548998614714,1
1027,35877393642,2
1027,36081332365,2
1027,36414345451,1
1027,37276995387,1
1027,37941111428,1
1027,44928090920,1
1027,45404080098,1
1027,522171062085,1
1027,524619920574,1
1027,527475911875,1
1027,528109847799,2
1027,531145857565,1
1027,545516801138,4
1027,545912368452,1
1027,546827381933,2
1027,549710009588,1
1028,37941111428,1
1028,520310825412,1
1028,521906910410,1
1028,531846025844,1
1028,531877266868,4
1028,539853979136,1
1028,545912368452,1
1028,547382055156,1
1028,547387807548,1
1028,549536550945,1
1028,549882564050,1
1028,550661692854,1
1029,536083448292,1
1029,536728628605,1
1029,538658965256,1
1029,542939108885,1
1030,544768785584,1
1031,530812936284,1
1032,35722000205,1
1032,36266985550,1
1032,36286235128,1
1032,40400203213,1
1032,541592740476,1
1033,547355238181,2
1034,543694756340,1
1035,528109847799,1
1035,528166273868,1
1035,540349069906,1
1035,540407272609,1
1036,527419046969,2
1036,535703074519,1
1036,537396783238,2
1036,549518534180,1
1036,550634023902,1
1036,550977477078,1
1037,545516801138,2
1038,545538490326,1
1039,533204346200,1
1039,535612234886,1
1039,537396783238,7
1039,547792011631,1
1040,521906910410,1
1040,531877266868,1
1040,536083448292,1
1040,538658965256,1
1040,547387807548,1
1040,547389639874,1
1041,35722000205,1
1041,521019257989,1
1041,540407272609,1
1041,541659214822,1
1042,521926312352,1
1043,35722000205,1
1043,36416065395,1
1043,37276995387,1
1043,44928090920,1
1043,536083448292,1
1043,546243180299,1
1043,548998614714,2
1043,550659216693,1
1043,550715341924,2
1044,36286235128,1
1044,40400203213,1
1045,36266985550,1
1045,36414345451,1
1045,36416065395,1
1045,39375321605,1
1045,39386028930,1
1045,527419046969,1
1045,532940035080,1
1045,542939108885,1
1045,545602185334,1
1045,549710009588,1
1047,545516801138,1
1048,36500131840,1
1048,37941111428,1
1048,539677826038,1
1048,540349069906,1
1049,37941111428,1
1049,43104145123,1
1049,527419046969,1
1049,545912368452,1
1050,528109847799,1
1050,544066720474,1
1050,544115759872,2
1050,549378588703,1
1051,36081332365,1
1051,521826021046,1
1051,522609190751,1
1051,531145857565,1
1051,545516801138,1
1051,547742157633,1
1052,543719829706,1
1052,544115759872,15
1053,42646163798,1
1053,535612234886,1
1053,541474263467,1
1054,36421128017,1
1054,37276995387,1
1055,547812750733,1
1056,35722000205,1
1056,530812936284,1
1056,547794157516,1
1057,42577833473,1
1057,45404080098,1
1057,545538490326,2
1058,35722000205,1
1058,36286235128,1
1058,527419046969,1
1058,535612234886,1
1058,540662291619,1
1058,548547222435,2
1059,35722000205,1
1059,35798891586,1
1059,36286235128,13
1059,39375321605,1
1059,39386028930,1
1059,43104145123,1
1059,521906910410,1
1059,527419046969,1
1059,531846025844,3
1059,536009750573,2
1059,539677826038,3
1059,540349069906,1
1059,547380519834,1
1059,547389639874,1
1059,547510552253,1
1059,547572252871,1
1060,36081332365,1
1061,36353085367,1
1061,528109847799,1
1061,545516801138,1
1061,550977477078,1
1062,36286235128,1
1062,36414345451,1
1062,36416065395,1
1062,527419046969,1
1062,530710879153,1
1062,531846025844,1
1062,533204346200,1
1062,535612234886,1
1062,536083448292,1
1062,540349069906,1
1062,543694848992,1
1062,547382055156,1
1062,550715341924,1
1063,545538490326,2
1064,36353085367,2
1065,35798891586,1
1065,35877393642,1
1065,36266985550,1
1065,36416065395,1
1065,530710879153,1
1065,530812936284,1
1065,538535227251,1
1065,541474263467,1
1065,544016559367,2
1065,546827381933,1
1065,547306204530,1
1065,547387807548,1
1065,547644315780,1
1065,547742157633,1
1065,549661564014,1
1065,549710009588,1
1066,35798891586,1
1066,36266985550,1
1066,36286235128,4
1066,39375321605,1
1066,527419046969,1
1066,535612234886,1
1066,535703074519,1
1066,536728628605,1
1066,537396783238,3
1066,538535227251,1
1067,548547222435,2
1068,35721723963,1
1068,35798891586,1
1068,36286235128,1
1068,39375321605,1
1068,42240451814,1
1068,527475911875,1
1068,529338111966,2
1068,529405509010,1
1068,530810980941,1
1068,536083448292,1
1068,537396783238,1
1068,538535227251,1
1068,538658965256,1
1068,539853979136,1
1068,542939108885,1
1068,542978775847,1
1068,546243180299,1
1068,547380519834,1
1068,547742157633,1
1069,35877393642,1
1069,45105421124,1
1069,538585695146,2
1069,539677826038,1
1070,36353085367,3
1071,36414345451,1
1071,37941111428,1
1071,545538490326,1
1071,545602185334,1
1071,546831242583,1
1072,37941111428,1
1072,540662535716,1
1072,550367550663,1
1073,527419046969,1
1073,538658965256,1
1073,540407272609,1
1074,544115759872,7
1075,36286235128,2
1075,36353085367,1
1075,39375321605,1
1075,43104145123,1
1077,35722000205,8
1077,36500131840,2
1077,521019257989,1
1077,521906910410,1
1077,527419046969,1
1077,529337915679,1
1077,531877266868,2
1077,539677826038,1
1077,541659214822,1
1077,545538490326,1
1077,547382055156,1
1077,549661564014,1
1078,549882564050,4
1079,45404080098,1
1079,545602185334,1
1080,35877393642,1
1080,536083448292,1
1080,538535227251,1
1080,543643323771,1
1080,545538490326,1
1080,550661692854,1
1081,35877393642,2
1081,42240451814,1
1081,521906910410,1
1081,532994602666,1
1081,537396783238,3
1081,544066720474,1
1081,544115759872,1
1081,545516801138,2
1081,547510552253,1
1081,549640657338,1
1081,549710009588,1
1081,550905064205,1
1082,35798891586,3
1083,35722000205,1
1083,541474263467,1
1084,35722333869,1
1084,35877393642,1
1084,36266985550,1
1084,36267739775,1
1084,36286235128,1
1084,37941111428,1
1084,42577833473,1
1084,522566248653,1
1084,527419046969,1
1084,528109847799,1
1084,530812936284,1
1084,531877266868,1
1084,536125595091,1
1084,539677826038,1
1084,547794157516,1
1085,35721723963,1
1085,35754637865,1
1085,36414345451,1
1085,42240451814,1
1085,528023284532,1
1085,531372212963,1
1085,538535227251,1
1085,539522491801,1
1085,547751184046,1
1085,550735773284,1
1086,527419046969,1
1086,537166359199,1
1086,548547222435,1
1086,551053390911,1
1087,35721027449,1
1087,521926312352,1
1087,535612234886,1
1087,535703074519,1
1087,536728628605,1
1087,537396783238,3
1087,544115759872,1
1087,544768785584,1
1088,547644315780,1
1089,35721723963,1
1089,35877393642,1
1089,36286235128,1
1089,36353085367,1
1089,36414345451,1
1089,39375321605,1
1089,529405509010,1
1089,538658965256,1
1089,539522491801,1
1089,539853979136,1
1089,542939108885,1
1089,546827381933,1
1089,547387807548,1
1090,528109847799,1
1090,540349069906,2
1090,544066720474,1
1090,546827381933,1
1091,35721723963,1
1091,520310825412,1
1091,527419046969,1
1091,544100858313,1
1091,547792011631,1
1091,550977477078,1
1092,531877266868,1
1092,537396783238,3
1092,538539816052,1
1092,538658965256,1
1092,549744152016,1
1092,550339533001,1
1092,550634023902,1
1093,44928090920,3
1093,527419046969,1
1093,547644315780,1
1094,35722000205,2
1094,35877393642,1
1094,36058620932,1
1094,39539028043,4
1094,42240451814,1
1094,42711696783,1
1094,520310825412,1
1094,530449665002,1
1094,530710879153,1
1094,536009750573,1
1094,537396783238,2
1094,538494418449,1
1094,538658965256,1
1094,540661582201,1
1094,546827381933,1
1094,549736062191,2
1095,521019257989,1
1095,527419046969,1
1095,527475911875,2
1096,536009750573,1
1096,545516801138,1
1097,35798891586,1
1097,36267739775,1
1097,37665896062,1
1097,521906910410,1
1097,522609190751,1
1097,527419046969,1
1097,528166273868,1
1097,544016559367,1
1097,545538490326,1
1097,548998614714,1
1097,550977477078,1
1098,543694756340,1
1099,550597738824,1
1100,36081332365,1
1100,36286235128,2
1100,531846025844,1
1100,535612234886,1
1100,537396783238,2
1100,539677826038,2
1100,544115759872,1
1100,545602185334,1
1101,40400203213,1
1101,529100790989,1
1101,538494418449,1
1101,544100858313,1
1101,550905064205,1
1102,521019257989,1
1102,541659214822,1
1102,544016559367,2
1102,544115759872,9
1103,538535227251,1
1104,531877266868,1
1105,39539028043,2
1105,530812936284,1
1105,545516801138,2
1105,549765831606,1
1106,547751184046,1
1107,36266985550,1
1107,37665896062,1
1107,42240451814,1
1107,522171062085,1
1107,528109847799,2
1107,539409835003,1
1107,540407272609,1
1107,540520509637,2
1107,540522690300,2
1107,543643323771,1
1107,544016559367,1
1107,546275765548,2
1108,35722333869,2
1108,36074765406,1
1108,43104145123,1
1108,530910185416,1
1108,531877266868,2
1108,548998614714,1
1108,549744152016,1
1109,531145857565,1
1110,535612234886,1
1111,36500131840,1
1111,42768874029,1
1111,528023284532,1
1111,531846025844,3
1111,531877266868,3
1111,549378588703,5
1112,36500131840,1
1112,37941111428,1
1112,521019257989,1
1112,531877266868,1
1112,545959606207,1
1112,547382055156,1
1113,35721723963,1
1113,35798891586,1
1113,36266985550,1
1113,521019257989,1
1113,528023284532,1
1113,529055709096,1
1113,547382055156,1
1113,547387807548,1
1113,549536550945,1
1114,538494418449,1
1115,36266985550,1
1115,36267739775,1
1115,36421128017,1
1115,45171930915,1
1115,522566248653,1
1115,529389246092,1
1115,535612234886,1
1115,546275765548,2
1115,550634023902,1
1116,35877393642,2
1116,538658337414,1
1116,543674126623,1
1116,545602185334,1
1116,548998614714,1
1117,35721723963,1
1117,35754637865,1
1117,36081332365,1
1117,36266985550,1
1117,36353085367,1
1117,36416065395,1
1117,42577833473,1
1117,521019257989,1
1117,521906910410,1
1117,528109847799,1
1117,531846025844,1
1117,531877266868,2
1117,537396783238,1
1117,538535227251,1
1117,538540548218,1
1117,538658965256,1
1117,539522491801,1
1117,539853979136,1
1117,540407272609,1
1117,541659214822,1
1117,548998614714,1
1118,36286235128,2
1118,36414345451,2
1118,42711696783,1
1118,42768874029,1
1118,520310825412,1
1118,527419046969,3
1118,528166273868,1
1118,530812936284,1
1118,538535227251,1
1118,540662291619,3
1118,544016559367,2
1118,544768785584,6
1118,545912368452,1
1118,545939669017,1
1119,35721723963,1
1119,35753244214,1
1119,35877393642,1
1119,532994602666,1
1119,544066720474,1
1119,546243180299,1
1119,549736062191,1
1120,35721027449,1
1120,35722000205,1
1120,35722333869,1
1120,35877393642,2
1120,36353085367,3
1120,37276995387,1
1120,40601929263,1
1120,522151739462,1
1120,528023284532,1
1120,538658221958,1
1120,539853979136,1
1120,542978775847,1
1120,544100858313,1
1120,546243180299,1
1120,547510552253,1
1120,547742157633,1
1120,547792011631,1
1121,35722000205,3
1121,36266985550,1
1121,36416065395,1
1121,39539028043,4
1121,45171930915,1
1121,520310825412,2
1121,521926312352,1
1121,522609190751,1
1121,527419046969,1
1121,528109847799,1
1121,531846025844,1
1121,535612234886,1
1121,535703074519,1
1121,536009750573,1
1121,538494418449,1
1121,538585695146,2
1121,539522491801,1
1121,539677826038,1
1121,544115759872,4
1121,545516801138,1
1121,545602185334,1
1121,546928423058,1
1121,549765831606,1
1121,550905064205,1
1123,543670894727,1
1124,36286235128,4
1125,36286235128,2
1126,536125595091,1
1127,35721723963,1
1127,36074765406,1
1127,36081332365,1
1127,36267739775,1
1127,36414345451,1
1127,37276995387,1
1127,537219457175,1
1127,539091956756,1
1127,545602185334,1
1128,35722000205,1
1128,42646163798,1
1128,540349069906,1
1128,540407272609,1
1128,543665285542,1
1128,546928423058,1
1128,547742157633,1
1128,548130516925,1
1128,549518534180,1
1129,35722000205,1
1129,35798891586,1
1129,37466992184,1
1129,37665896062,1
1129,39375321605,1
1129,40415550893,1
1129,528109847799,1
1129,530812936284,1
1129,541659214822,1
1129,544115759872,1
1129,546275765548,1
1129,547572252871,1
1129,549640657338,1
1130,35722000205,2
1130,520310825412,1
1130,530812936284,1
1130,531145857565,1
1130,537396783238,1
1130,544016559367,1
1130,547794157516,1
1130,548998614714,1
1131,35721723963,1
1131,35798891586,1
1131,36266985550,1
1131,36267739775,1
1131,44928090920,1
1131,521906910410,1
1131,527419046969,1
1131,536083448292,1
1131,541659214822,1
1131,545957998521,1
1131,547306204530,1
1131,547355238181,1
1131,547742157633,1
1133,35722333869,1
1133,35750823403,1
1133,35754637865,1
1133,37941111428,1
1133,529055709096,1
1133,535612234886,1
1133,541851060973,1
1133,544114479515,1
1133,548998614714,1
1133,549736062191,1
1134,36353085367,1
1134,530810980941,1
1134,540407272609,1
1134,543670894727,1
1134,549710009588,1
1135,36266985550,1
1135,40400203213,1
1135,543644663788,1
1135,551091439907,1
1136,35722000205,1
1136,35722333869,2
1136,35753244214,1
1136,35798891586,1
1136,36353085367,1
1136,42240451814,1
1136,538494418449,1
1136,545516801138,2
1136,545912368452,1
1136,550735773284,1
1137,35722000205,1
1137,36266985550,1
1137,36267739775,1
1137,544115759872,3
1138,36081332365,1
1139,35722333869,1
1139,36266985550,1
1139,36353085367,1
1139,529337915679,1
1139,531846025844,1
1139,536125595091,1
1139,545912368452,1
1139,545957998521,1
1139,547794157516,1
1139,549518534180,1
1140,35722000205,1
1140,36266985550,2
1140,530449665002,2
1140,540662535716,1
1140,541659214822,1
1140,547751184046,1
1141,36286235128,4
1142,521906910410,1
1142,544768785584,1
1142,547387807548,1
1142,547751184046,1
1142,549765831606,1
1143,36286235128,1
1143,42577833473,1
1143,528109847799,1
1143,537166359199,1
1143,549378588703,1
1144,35722000205,1
1144,521019257989,1
1144,528109847799,1
1144,529405509010,1
1144,530812936284,1
1144,531145857565,1
1144,539627383673,1
1144,540349069906,1
1144,541659214822,1
1144,545939669017,1
1144,545957998521,1
1144,547382055156,1
1144,549536550945,1
1144,549882564050,1
1145,550977477078,1
1146,545516801138,1
1147,545957998521,1
1148,36266985550,1
1148,531846025844,1
1148,547382055156,1
1149,532940035080,1
1150,37941111428,1
1150,530910185416,1
1150,544115759872,2
1151,35721723963,1
1151,36353085367,3
1151,39539028043,5
1152,545516801138,1
1153,531846025844,1
1154,39539028043,1
1154,521926312352,1
1154,527475911875,1
1154,528023284532,1
1154,528153854399,1
1154,539677826038,1
1154,545516801138,1
1155,36416065395,1
1155,42711696783,1
1155,535612234886,1
1155,536728628605,1
1155,541474263467,1
1155,544066720474,1
1156,35722333869,1
1156,39375321605,1
1156,39386028930,1
1156,530710879153,1
1156,535703074519,1
1156,536125595091,1
1156,538658221958,1
1156,539677826038,1
1156,546827381933,1
1156,549710009588,1
1157,35754637865,1
1157,35797606083,1
1157,35798985871,1
1157,42711696783,1
1157,528023284532,1
1157,530710879153,1
1157,536083448292,1
1157,538658221958,1
1157,545957998521,1
1157,546827381933,1
1157,547382055156,1
1157,547510552253,1
1157,547742157633,1
1157,549536550945,1
1158,35722000205,1
1158,36058620932,2
1158,36286235128,1
1158,36353085367,2
1158,42646163798,1
1158,42711696783,1
1158,528109847799,1
1158,529405509010,1
1158,540407272609,1
1158,543643323771,1
1158,546827381933,1
1158,548998614714,1
1159,45171930915,1
1159,530812936284,1
1159,532940035080,1
1159,537396783238,7
1159,540661582201,1
1159,546275765548,2
1159,550597738824,1
1159,550634023902,1
1160,541659214822,1
1161,36266985550,1
1161,531846025844,1
1161,541659214822,1
1161,545957998521,1
1163,538658221958,1
1163,542939108885,1
1163,545516801138,1
1163,545602185334,1
1163,547380519834,1
1163,547510552253,1
1163,547794157516,1
1165,533204346200,1
1166,545516801138,1
1167,36266985550,1
1167,42711696783,1
1167,531379484499,1
1167,549518534180,1
1168,42577833473,1
1168,536125595091,1
1168,537215013586,1
1168,537252200486,1
1168,541254875522,1
1168,545516801138,1
1168,547792011631,1
1169,36058620932,1
1169,537252200486,1
1169,544115759872,3
1169,545939669017,1
1169,550634023902,1
1170,37283032735,1
1170,529389246092,1
1171,35750823403,1
1171,36414345451,1
1171,37466992184,1
1171,37665896062,1
1171,37941111428,1
1171,39386028930,1
1171,521906910410,1
1171,527475911875,1
1171,531877266868,2
1171,536125595091,1
1171,538535227251,1
1171,545538490326,1
1171,545912368452,1
1171,547306204530,1
1171,547644315780,1
1172,36286235128,4
1172,39375321605,1
1172,39386028930,1
1172,546275765548,1
1172,547306204530,1
1172,547389639874,1
1173,537166359199,1
1174,36266985550,1
1174,36267739775,1
1175,545602185334,1
1176,36416065395,1
1176,36500131840,1
1176,37941111428,1
1176,39539028043,1
1176,42646163798,1
1176,44928090920,1
1176,522566248653,1
1176,531877266868,2
1176,541659214822,1
1176,545516801138,1
1176,545955506006,1
1176,548998614714,1
1176,550680496523,1
1176,550997388851,1
1176,551091439907,1
1176,551248890640,1
1177,36286235128,1
1177,42577833473,1
1177,521019257989,1
1178,539677826038,1
1178,542939108885,1
1178,545538490326,1
1178,550997388851,1
1179,36266985550,1
1179,36267739775,1
1179,42577833473,1
1179,521906910410,1
1179,528109847799,1
1179,529337915679,1
1179,530812936284,1
1180,45171930915,1
1180,532936159396,1
1180,532994602666,1
1180,536728628605,1
1180,537396783238,3
1180,541474263467,1
1183,544115359956,6
1184,35722000205,1
1184,36514978453,1
1184,39539028043,1
1184,45404080098,1
1184,531145857565,1
1184,547510552253,1
1184,547742157633,1
1184,549765831606,1
1185,544115759872,2
1186,528109847799,1
1187,35722333869,1
1187,36074765406,1
1187,36353085367,6
1187,36414345451,1
1187,36416065395,1
1187,36514978453,1
1187,42240451814,1
1187,42711696783,1
1187,44242610103,1
1187,521906910410,1
1187,521926312352,1
1187,527475911875,2
1187,531145857565,2
1187,531846025844,3
1187,535612234886,1
1187,537166359199,1
1187,538494418449,1
1187,541592384250,1
1187,546243180299,2
1187,546827381933,1
1187,546928423058,1
1187,548998614714,2
1187,550680496523,1
1188,36267739775,1
1188,42711696783,1
1188,537318544352,1
1188,541659214822,1
1188,544100858313,1
1188,546928423058,1
1188,547751184046,1
1188,547794157516,1
1188,547812750733,1
1189,35721723963,1
1189,35722000205,1
1189,35722333869,1
1189,35877393642,1
1189,36266985550,1
1189,36353085367,1
1189,36416065395,1
1189,42240451814,1
1189,42577833473,1
1189,521906910410,1
1189,527397362582,1
1189,529405509010,1
1189,535612234886,1
1189,538540548218,1
1189,538658965256,1
1189,540349069906,1
1189,541659214822,1
1189,547382055156,1
1190,35721723963,1
1190,539522491801,1
1190,540349069906,1
1190,543694756340,1
1191,36286235128,1
1191,36353085367,1
1191,40400203213,1
1191,537215013586,1
1191,545538490326,1
1191,547644315780,1
1191,547751184046,1
1192,40400203213,1
1193,532936159396,1
1193,537396783238,13
1194,545516801138,1
1195,35798891586,1
1195,521019257989,1
1195,522609190751,1
1195,543616921912,1
1195,545538490326,1
1196,40400203213,1
1196,42577833473,1
1196,531877266868,2
1197,35721723963,1
1197,35798985871,1
1197,36286235128,3
1197,521906910410,1
1197,530810980941,1
1197,536083448292,1
1197,540407272609,1
1197,542939108885,1
1197,545538490326,1
1197,547380519834,1
1197,547389639874,1
1197,547510552253,1
1197,549536550945,1
1198,43104145123,1
1199,36353085367,1
1199,531877266868,1
1199,546275765548,1
1200,536083448292,1
1200,545602185334,1
1200,549765831606,1
1200,550367550663,1
1201,35798891586,1
1201,40415550893,1
1201,40601929263,1
1201,521906910410,1
1201,531372212963,1
1201,536083448292,3
1201,539523705313,1
1201,540658025950,1
1201,543616921912,1
1201,543670894727,1
1201,547382055156,1
1201,550367550663,1
1202,42577833473,1
1203,35722000205,1
1203,36266985550,1
1203,520310825412,1
1203,541659214822,1
1203,547792011631,1
1203,550715341924,2
1204,36286235128,3
1204,37941111428,2
1205,35877393642,1
1205,36286235128,1
1205,36353085367,3
1205,532994602666,1
1205,535612234886,1
1205,536083448292,2
1205,537396783238,3
1205,547382055156,1
1205,549640657338,1
1206,521926312352,1
1207,42768874029,1
1207,539677826038,1
1207,540349069906,1
1207,546243180299,2
1208,35722333869,1
1208,531145857565,1
1208,540662535716,1
1209,528109847799,1
1209,531846025844,2
1209,537166359199,1
1209,544100858313,1
1209,545516801138,1
1209,550659732532,1
1210,35721027449,1
1210,35722333869,1
1210,35754637865,1
1210,35797606083,1
1210,36058620932,1
1210,36074765406,1
1210,36416065395,1
1210,527475911875,1
1210,529339155756,1
1210,531877266868,1
1210,538494418449,1
1210,539522491801,1
1210,541659214822,1
1210,544115759872,2
1210,545516801138,1
1210,545955506006,1
1210,545979147913,1
1210,546104970758,2
1210,546827381933,1
1210,547382055156,1
1210,547794157516,1
1210,549765831606,1
1211,531877266868,4
1212,543616473590,1
1213,36353085367,1
1213,42577833473,1
1213,548547222435,5
1214,520310825412,1
1214,521019257989,1
1214,541659214822,1
1214,549536550945,1
1215,35721027449,1
1215,35722333869,1
1215,36074765406,1
1215,36414345451,1
1215,522151739462,1
1215,522171062085,1
1215,527419046969,1
1215,528023284532,1
1215,529405509010,1
1215,537166359199,1
1215,537180206236,3
1215,545516801138,1
1215,545974803385,1
1215,551091439907,1
1216,39386028930,1
1217,540882092170,1
1218,36266985550,1
1218,36267739775,1
1218,42711696783,1
1218,521906910410,1
1218,531145857565,1
1218,531877266868,1
1218,538658965256,1
1218,543618945546,1
1218,543626161846,1
1218,543636819112,1
1218,544016559367,2
1218,545538490326,1
1218,546104970758,1
1218,547327221986,1
1218,547382055156,1
1218,549710009588,1
1219,544016559367,2
1220,527419046969,1
1220,530812936284,1
1220,538535227251,1
