买家会员名,收货地址,买家实际支付金额,宝贝种类,宝贝总数量,购买数量,儿童/小学生_购买数量,幼儿_购买数量,幼儿/儿童_购买数量,幼儿/儿童/小学生_购买数量,新生儿_购买数量,新生儿/幼儿_购买数量,新生儿/幼儿/儿童_购买数量,新生儿/幼儿/儿童/小学生_购买数量,购买次数
1346,海南省,61.57,24,33,4,0,2,15,9,0,1,1,0,1
1347,广东省,20.9,1,1,0,0,0,0,1,0,0,0,0,1
1348,浙江省,83.6,12,13,2,0,0,11,0,0,0,0,0,1
1349,重庆,58.66,11,18,7,1,1,2,7,0,0,0,0,1
135,湖南省,218.56,17,82,30,0,0,21,31,0,0,0,0,2
1350,广东省,53.87,18,19,0,0,0,2,13,0,1,0,0,1
1351,广东省,50.08,1,10,0,0,0,0,10,0,0,0,0,1
1352,福建省,59.86,4,7,0,0,0,0,7,0,0,0,0,1
1353,辽宁省,3.83,1,1,0,0,0,0,1,0,0,0,0,1
1354,江西省,56.14,2,23,0,23,0,0,0,0,0,0,0,1
1355,上海,31.35,6,7,0,1,0,0,6,0,0,0,0,1
1356,广东省,74.05,7,45,0,0,0,0,45,0,0,0,0,1
1357,四川省,12.75,1,1,0,0,0,1,0,0,0,0,0,1
1358,广东省,12.9,1,1,0,0,0,1,0,0,0,0,0,1
1359,上海,36.7,3,3,0,1,0,1,1,0,0,0,0,1
136,江西省,289.51,16,77,0,0,2,20,51,0,0,4,0,3
1360,贵州省,34.9,1,1,0,0,0,0,0,0,0,0,0,1
1361,江苏省,57.13,8,13,2,0,0,2,6,0,0,0,0,1
1362,天津,26.58,6,6,0,0,0,1,4,0,0,0,0,1
1363,北京,20.16,6,6,0,0,0,6,0,0,0,0,0,1
1364,广东省,58.4,4,6,0,0,0,2,4,0,0,0,0,1
1365,湖北省,118.3,8,80,0,0,40,40,0,0,0,0,0,1
1366,山西省,61.45,10,13,0,0,0,6,7,0,0,0,0,1
1367,吉林省,64.68,1,10,0,0,0,0,10,0,0,0,0,1
1368,湖南省,141.32,12,25,0,0,0,1,24,0,0,0,0,2
1369,广东省,22.46,5,6,0,0,0,5,1,0,0,0,0,1
137,福建省,60.99,7,8,2,0,0,3,3,0,0,0,0,1
1370,辽宁省,125.25,1,12,0,0,0,0,12,0,0,0,0,1
1371,浙江省,65.3,5,17,0,0,0,14,3,0,0,0,0,1
1372,湖北省,59.69,16,20,5,0,0,9,4,0,0,0,0,1
1373,山东省,42.9,1,10,0,0,0,0,10,0,0,0,0,1
1374,山西省,56.76,17,21,0,1,1,3,15,0,0,0,0,1
1375,陕西省,92.95,11,55,0,0,0,10,0,0,5,0,0,1
1376,江苏省,13.9,1,1,0,0,0,0,1,0,0,0,0,1
1377,江苏省,45.85,7,8,0,0,0,4,2,0,1,1,0,1
1378,湖北省,58.72,15,17,2,0,0,2,8,0,1,0,0,1
1379,江西省,55.93,14,16,0,1,1,2,9,0,2,0,0,1
138,吉林省,360,29,50,0,4,0,11,35,0,0,0,0,1
1380,北京,395,1,50,0,0,0,50,0,0,0,0,0,1
1381,广东省,31.7,3,3,0,0,0,3,0,0,0,0,0,1
1382,安徽省,26.96,5,5,0,0,0,1,2,0,0,0,0,1
1383,江苏省,9.98,1,2,0,0,0,2,0,0,0,0,0,1
1384,浙江省,54.31,6,14,10,0,0,1,3,0,0,0,0,1
1385,山西省,104.59,9,24,0,0,0,7,17,0,0,0,0,2
1386,江苏省,24.9,1,1,0,0,0,0,0,0,0,0,0,1
1387,北京,132.78,8,31,0,0,7,10,9,0,0,0,0,2
1388,江苏省,61.44,1,36,0,0,0,0,36,0,0,0,0,1
1389,湖北省,223.89,16,41,0,4,0,10,27,0,0,0,0,1
139,福建省,84.86,16,16,0,0,0,11,4,0,0,1,0,2
1390,广西壮族自治区,12.9,1,1,0,0,0,1,0,0,0,0,0,1
1391,江苏省,12.9,1,1,0,0,0,1,0,0,0,0,0,1
1392,河北省,85.22,23,29,0,1,0,14,11,0,2,0,0,1
1393,广东省,19.95,1,5,0,0,0,5,0,0,0,0,0,1
1394,山东省,64.4,5,8,0,0,0,8,0,0,0,0,0,1
1395,云南省,138.72,23,54,15,1,2,9,16,0,7,0,0,2
1396,河北省,29.46,6,6,0,0,2,2,2,0,0,0,0,1
1397,湖南省,18.8,1,2,0,0,0,0,2,0,0,0,0,1
1398,江苏省,31.07,6,6,0,1,0,1,2,0,0,0,0,1
1399,湖北省,13.9,1,1,0,0,0,0,1,0,0,0,0,1
14,陕西省,201,2,121,0,0,0,0,121,0,0,0,0,2
140,湖南省,7.9,1,1,0,0,0,1,0,0,0,0,0,1
1400,安徽省,55.3,8,15,8,0,0,5,1,0,0,0,0,1
1401,福建省,26.8,2,2,0,0,0,1,1,0,0,0,0,1
1402,江西省,394,2,60,0,0,0,0,60,0,0,0,0,1
1403,黑龙江省,26.83,3,7,0,0,0,7,0,0,0,0,0,1
1404,江西省,20.9,1,1,0,0,0,0,1,0,0,0,0,1
1405,上海,12.9,1,1,0,0,0,0,1,0,0,0,0,1
1406,广东省,16.14,3,6,0,0,0,0,2,0,0,0,0,1
1407,辽宁省,20.88,23,41,1,1,0,11,8,0,0,1,0,1
1408,浙江省,14.9,1,1,0,0,0,0,1,0,0,0,0,1
1409,广东省,26.7,3,3,0,0,0,0,3,0,0,0,0,1
141,广西壮族自治区,25.04,6,6,0,0,0,2,4,0,0,0,0,1
1410,广东省,26.85,1,15,0,0,0,0,15,0,0,0,0,1
1411,福建省,22.4,1,6,0,0,0,0,6,0,0,0,0,1
1412,江西省,139.47,17,78,7,0,0,13,53,0,0,0,0,2
1413,重庆,159.32,6,168,0,0,0,15,118,0,0,0,0,1
1414,浙江省,13.9,1,1,0,0,0,0,1,0,0,0,0,1
1415,山东省,59,1,10,0,0,0,0,10,0,0,0,0,1
1416,四川省,215.66,19,35,0,1,0,8,25,0,1,0,0,1
1417,贵州省,62.79,1,21,0,0,0,0,21,0,0,0,0,1
1418,广东省,68.67,4,80,0,0,0,0,80,0,0,0,0,1
1419,北京,19.7,1,3,0,0,0,3,0,0,0,0,0,1
142,河南省,41.42,11,11,0,0,0,3,3,0,3,1,0,1
1420,江西省,56.24,13,30,10,0,1,8,11,0,0,0,0,1
1421,浙江省,17.76,4,5,0,0,0,2,3,0,0,0,0,1
1422,湖南省,41.33,9,10,0,0,0,2,3,0,3,0,0,1
1423,湖北省,12.66,2,2,0,0,0,2,0,0,0,0,0,1
1424,贵州省,44.8,1,2,0,0,0,0,2,0,0,0,0,1
1425,广东省,58.51,5,59,30,0,0,0,29,0,0,0,0,1
1426,广东省,36,1,20,0,0,0,0,0,0,0,0,0,1
1427,湖北省,31.7,3,3,0,0,0,0,3,0,0,0,0,1
1428,云南省,127.54,9,42,0,0,0,4,18,0,0,0,0,1
1429,广东省,61.24,4,13,0,0,0,6,5,0,0,0,0,1
143,广东省,58,1,20,0,0,0,0,20,0,0,0,0,1
1430,江苏省,136.89,19,73,0,1,0,4,68,0,0,0,0,2
1431,贵州省,40.8,1,20,0,0,0,0,20,0,0,0,0,1
1432,广东省,20.9,1,10,0,0,0,0,10,0,0,0,0,1
1433,湖北省,61.53,10,14,0,1,2,4,6,0,0,0,0,1
1434,江西省,27.36,2,2,0,0,0,0,2,0,0,0,0,1
1435,广东省,66.7,3,3,0,0,0,0,1,0,0,0,0,2
1436,浙江省,12.9,1,1,0,0,0,1,0,0,0,0,0,1
1437,吉林省,157.39,2,24,0,0,0,0,24,0,0,0,0,1
1438,辽宁省,83.25,24,29,2,2,0,3,18,0,1,0,0,1
1439,湖南省,24.9,1,1,0,0,0,0,0,0,0,0,1,1
144,广东省,32.68,12,13,0,0,0,8,2,0,1,0,0,1
1440,广东省,18.7,3,3,0,0,0,3,0,0,0,0,0,1
1441,浙江省,20.79,3,3,0,0,0,0,3,0,0,0,0,1
1442,山西省,195,12,41,0,0,0,8,23,0,0,0,0,1
1443,云南省,847.6,10,820,0,0,0,240,520,0,0,60,0,1
1444,广西壮族自治区,62.43,1,13,0,0,0,0,13,0,0,0,0,1
1445,河南省,10,2,10,4,0,0,0,0,0,0,0,0,1
1446,浙江省,27.4,6,11,0,0,0,5,6,0,0,0,0,1
1447,江苏省,588.2,38,234,5,0,0,71,121,0,12,4,0,4
1448,江苏省,23.39,3,4,0,0,1,0,3,0,0,0,0,1
1449,贵州省,17.9,1,10,0,0,0,0,0,0,10,0,0,1
145,贵州省,7.9,1,1,0,0,0,0,1,0,0,0,0,1
1450,云南省,73.39,1,41,0,0,0,41,0,0,0,0,0,1
1451,内蒙古自治区,290,39,80,0,0,6,6,68,0,0,0,0,1
1452,山西省,101.4,1,6,0,6,0,0,0,0,0,0,0,1
1453,山东省,252.89,23,92,3,15,0,3,71,0,0,0,0,4
1454,四川省,22.8,2,2,0,0,0,0,2,0,0,0,0,1
1455,重庆,10.07,1,3,0,0,3,0,0,0,0,0,0,1
1456,黑龙江省,10.66,7,8,2,0,0,1,4,0,0,0,0,1
1457,陕西省,53.7,1,30,0,0,0,0,30,0,0,0,0,1
1458,北京,28.98,5,8,0,0,0,8,0,0,0,0,0,1
1459,上海,37.22,1,18,0,0,0,0,18,0,0,0,0,1
146,海南省,12.9,1,1,0,0,0,1,0,0,0,0,0,1
1460,广东省,15.54,1,6,0,0,0,0,6,0,0,0,0,1
1461,湖南省,22.77,7,8,0,0,1,1,6,0,0,0,0,1
1462,江西省,52.64,10,15,2,0,0,1,9,0,0,0,0,1
1463,湖北省,33.63,7,7,1,0,0,2,3,0,0,0,1,1
1464,江西省,56.45,1,31,0,0,0,0,0,0,0,0,0,1
1465,江西省,44.9,1,10,0,0,0,10,0,0,0,0,0,1
1466,山西省,11.96,3,4,0,0,0,0,4,0,0,0,0,1
1467,河南省,52.29,5,5,0,0,0,0,5,0,0,0,0,1
1468,山西省,58,14,14,0,0,0,6,2,0,1,0,0,1
1469,安徽省,70.57,7,9,0,0,0,6,1,0,0,1,0,1
147,湖南省,7.9,1,1,0,0,0,1,0,0,0,0,0,1
1470,江苏省,152.6,15,45,1,0,0,0,44,0,0,0,0,1
1471,山东省,23.7,3,3,0,0,0,0,3,0,0,0,0,1
1472,江苏省,57.61,4,8,0,0,0,0,8,0,0,0,0,1
1473,河北省,98.5,14,42,0,2,0,5,30,0,0,0,0,2
1474,广东省,159,1,10,0,10,0,0,0,0,0,0,0,1
1475,湖北省,111.68,9,26,0,0,1,18,4,0,0,0,0,3
1476,江苏省,15.68,9,18,12,0,0,1,3,0,0,0,0,1
1477,山东省,174,14,49,0,0,5,7,8,0,0,0,0,2
1478,河北省,59.05,9,10,0,1,0,3,5,0,1,0,0,1
1479,湖北省,348.45,45,67,14,0,1,21,29,0,0,2,0,6
148,黑龙江省,11.9,1,1,0,0,0,1,0,0,0,0,0,1
1480,河南省,36.76,6,6,0,0,0,3,2,0,0,0,0,1
1481,云南省,38.2,4,4,0,0,0,4,0,0,0,0,0,1
1482,江苏省,393.85,27,157,0,10,0,37,105,0,5,0,0,2
1483,山西省,210.49,11,74,0,18,0,33,23,0,0,0,0,1
1484,北京,160.49,26,48,15,2,0,6,21,0,0,0,0,2
1485,黑龙江省,42.8,14,18,5,0,0,11,2,0,0,0,0,1
1486,河北省,59.61,12,12,0,0,0,4,6,0,1,0,1,1
1487,山西省,55.28,11,31,22,1,0,2,3,0,2,0,0,1
1488,湖北省,18.96,5,5,0,0,0,1,3,0,0,0,0,1
1489,安徽省,48.35,3,20,0,5,0,0,15,0,0,0,0,1
149,贵州省,263.02,52,73,0,1,0,38,31,0,0,1,0,4
1490,浙江省,176.03,6,72,0,0,0,10,62,0,0,0,0,1
1491,安徽省,21.9,1,10,0,0,0,10,0,0,0,0,0,1
1492,重庆,22.56,4,4,0,0,0,0,4,0,0,0,0,1
1493,浙江省,42.95,6,9,0,0,4,2,2,0,1,0,0,1
1494,广东省,26.7,2,3,0,0,2,1,0,0,0,0,0,1
1495,河南省,100.69,11,29,0,0,0,24,4,0,0,0,0,1
1496,福建省,20.9,1,1,0,0,0,0,1,0,0,0,0,1
1497,广东省,106.85,2,65,0,0,0,0,65,0,0,0,0,2
1498,云南省,23.9,1,10,0,0,0,0,10,0,0,0,0,1
1499,山西省,11.76,3,4,0,0,4,0,0,0,0,0,0,1
15,辽宁省,14.9,1,1,0,0,0,0,1,0,0,0,0,1
150,四川省,7.9,1,1,0,0,0,1,0,0,0,0,0,1
1500,浙江省,125.4,12,28,0,4,0,6,18,0,0,0,0,1
1501,江西省,58.81,11,15,2,0,0,2,7,0,0,0,0,1
1502,四川省,151.23,12,68,0,0,0,5,24,0,14,0,0,1
1503,湖北省,13.79,2,3,0,0,0,0,3,0,0,0,0,1
1504,上海,24.9,1,1,0,0,0,0,1,0,0,0,0,1
1505,贵州省,83.05,5,76,0,0,0,0,76,0,0,0,0,1
1506,浙江省,70.17,4,18,0,0,0,3,15,0,0,0,0,3
1507,广东省,55.15,15,36,0,0,1,3,32,0,0,0,0,1
1508,辽宁省,34.9,1,1,0,0,0,0,0,0,0,0,0,1
1509,广东省,26.15,6,8,1,2,0,0,5,0,0,0,0,1
151,上海,58.39,6,8,3,0,0,1,4,0,0,0,0,1
1510,上海,14,7,10,0,0,0,0,10,0,0,0,0,1
1511,山东省,70.26,14,26,0,4,0,4,17,0,0,1,0,1
1512,河南省,62.68,8,8,0,1,1,5,1,0,0,0,0,1
1513,江苏省,55.95,10,10,0,0,0,3,5,0,0,2,0,1
1514,辽宁省,81.91,10,36,0,0,0,5,30,0,0,0,0,1
1515,广东省,76,1,10,0,0,0,10,0,0,0,0,0,1
1516,湖南省,66.6,13,24,0,0,0,7,17,0,0,0,0,1
1517,广东省,59.29,13,14,0,0,1,4,9,0,0,0,0,1
1518,天津,33.64,1,16,0,0,0,0,16,0,0,0,0,1
1519,湖北省,58.9,2,11,0,0,0,0,11,0,0,0,0,1
152,湖北省,18.74,1,6,0,0,0,6,0,0,0,0,0,1
1520,上海,38.58,5,5,0,0,0,2,2,0,0,0,0,1
1521,安徽省,33.75,9,10,3,0,0,2,5,0,0,0,0,1
1522,四川省,196.8,4,120,0,0,0,0,120,0,0,0,0,1
1523,河南省,59.26,10,34,0,0,0,0,32,0,0,0,0,1
1524,江西省,12.9,1,1,0,0,0,1,0,0,0,0,0,1
1525,四川省,15.49,2,2,0,0,0,0,2,0,0,0,0,1
1526,福建省,30.93,6,9,0,0,0,6,2,0,1,0,0,1
1527,陕西省,68.15,6,38,0,0,0,0,30,0,0,0,0,1
1528,湖北省,55.33,10,11,0,2,0,4,4,0,0,0,1,1
1529,河北省,20.8,1,2,0,0,0,2,0,0,0,0,0,1
153,广东省,73.72,13,40,0,0,0,18,9,0,5,0,0,1
1530,江苏省,94,1,10,0,0,0,0,10,0,0,0,0,1
1531,江苏省,14.9,1,1,0,0,0,0,1,0,0,0,0,1
1532,天津,41.07,1,2,0,0,0,0,2,0,0,0,0,1
1533,广东省,47.11,1,24,0,0,0,0,24,0,0,0,0,1
1534,浙江省,11.9,1,1,0,0,0,0,1,0,0,0,0,1
1535,海南省,126.83,8,28,0,3,0,2,19,0,0,0,0,1
1536,云南省,620,40,107,0,0,0,44,47,0,3,9,4,2
1537,广东省,8.79,1,1,0,0,0,0,1,0,0,0,0,1
1538,浙江省,9.9,1,1,0,0,0,1,0,0,0,0,0,1
1539,辽宁省,34.9,1,1,0,0,0,0,1,0,0,0,0,1
154,吉林省,105.85,7,65,0,0,0,0,0,0,0,0,0,1
1540,海南省,6.08,2,12,12,0,0,0,0,0,0,0,0,1
1541,江苏省,36.23,10,10,0,0,0,5,5,0,0,0,0,1
1542,湖南省,172.24,24,34,0,6,0,4,24,0,0,0,0,2
1543,贵州省,21.9,1,1,0,0,0,0,1,0,0,0,0,1
1544,广东省,36.55,12,14,4,0,1,3,5,0,0,0,0,1
1545,山东省,21.28,4,4,0,0,0,0,3,0,1,0,0,1
1546,河北省,40.76,1,24,0,0,0,0,24,0,0,0,0,1
1547,福建省,110,1,60,0,0,0,60,0,0,0,0,0,1
1548,天津,10.07,3,3,0,0,3,0,0,0,0,0,0,1
1549,江西省,12.47,1,3,0,3,0,0,0,0,0,0,0,1
155,湖南省,59.08,6,6,0,1,1,2,2,0,0,0,0,1
1550,福建省,29.32,2,2,0,0,0,1,1,0,0,0,0,1
1551,贵州省,58.08,10,35,0,3,0,7,21,0,0,0,0,1
1552,重庆,21.9,1,1,0,0,0,0,1,0,0,0,0,1
1553,河南省,12.77,1,1,0,0,0,1,0,0,0,0,0,1
1554,湖南省,95.91,3,49,0,1,0,0,48,0,0,0,0,2
1555,上海,87.2,24,28,6,0,0,8,13,0,0,0,0,1
1556,湖北省,41.78,16,16,1,2,2,2,9,0,0,0,0,1
1557,广东省,36.6,1,4,0,0,0,4,0,0,0,0,0,1
1558,广东省,12.8,1,2,0,0,0,0,2,0,0,0,0,1
1559,山西省,20.9,1,1,0,0,0,0,1,0,0,0,0,1
156,黑龙江省,164,1,100,0,0,0,0,100,0,0,0,0,1
1560,浙江省,305,3,130,0,0,0,130,0,0,0,0,0,2
1561,浙江省,567,4,400,0,0,0,100,300,0,0,0,0,1
1562,北京,40.85,9,9,0,0,1,2,5,0,0,0,0,1
1563,重庆,22.65,6,6,0,0,0,1,4,0,0,0,0,1
1564,北京,14.9,1,1,0,0,0,0,1,0,0,0,0,1
1565,云南省,278.87,15,52,0,0,0,38,7,0,0,1,0,1
1566,上海,63.74,18,31,0,1,10,8,9,0,0,2,0,1
1567,云南省,311.23,16,55,0,0,0,17,25,0,5,3,0,2
1568,湖北省,14.8,1,2,0,0,0,0,2,0,0,0,0,1
1569,福建省,60.84,1,36,0,0,36,0,0,0,0,0,0,1
157,江苏省,105,10,31,0,3,0,8,20,0,0,0,0,1
1570,江苏省,62.24,4,4,0,0,0,1,3,0,0,0,0,1
1571,湖南省,32.68,6,6,0,0,0,3,2,0,0,0,1,1
1572,河北省,11.9,1,1,0,0,0,0,1,0,0,0,0,1
1573,贵州省,44.9,1,10,0,0,0,0,10,0,0,0,0,1
1574,河南省,58.95,9,9,0,1,1,2,5,0,0,0,0,1
1575,广东省,11.77,1,1,0,0,0,0,1,0,0,0,0,1
1576,广东省,46.93,14,16,4,0,0,10,1,0,1,0,0,1
1577,黑龙江省,129,3,30,0,0,0,22,8,0,0,0,0,1
1578,福建省,39.61,5,5,0,0,0,1,4,0,0,0,0,1
1579,江西省,12.9,1,1,0,0,0,1,0,0,0,0,0,1
158,黑龙江省,70.1,16,17,1,2,0,8,6,0,0,0,0,1
1580,陕西省,155,8,22,0,0,0,5,8,0,5,2,0,1
1581,山东省,26.48,1,12,0,0,0,0,12,0,0,0,0,1
1582,辽宁省,53.95,4,19,3,0,0,0,16,0,0,0,0,1
1583,黑龙江省,268.8,7,60,0,0,0,15,45,0,0,0,0,1
1584,安徽省,12.9,1,1,0,0,0,1,0,0,0,0,0,1
1585,吉林省,29.9,1,10,0,0,0,10,0,0,0,0,0,1
1586,江苏省,33.63,7,10,4,0,1,0,4,0,0,1,0,2
1587,浙江省,59,1,100,0,0,0,0,100,0,0,0,0,1
1588,浙江省,15.68,5,5,0,0,0,3,2,0,0,0,0,1
1589,江苏省,86.73,1,150,0,0,0,0,150,0,0,0,0,1
159,山东省,54.11,2,8,0,0,0,0,8,0,0,0,0,1
1590,福建省,96.6,1,14,0,0,0,0,14,0,0,0,0,1
1591,广东省,111.63,20,36,6,0,1,13,16,0,0,0,0,1
1592,山西省,39.5,1,5,0,0,0,0,5,0,0,0,0,1
1593,江苏省,40.61,12,13,0,0,1,3,9,0,0,0,0,1
1594,江苏省,62.58,11,18,9,0,1,1,6,0,0,0,0,1
1595,广东省,145.53,2,52,17,0,0,0,35,0,0,0,0,2
1596,广东省,54.98,12,33,0,0,0,9,19,1,0,0,0,1
1597,浙江省,367.85,13,69,0,3,5,16,45,0,0,0,0,1
1598,安徽省,68.26,8,27,0,1,0,0,21,0,0,0,1,1
1599,广东省,25.24,6,10,7,0,0,0,2,0,1,0,0,1
16,北京,37.6,4,4,0,0,1,0,2,0,0,0,1,1
160,上海,95.74,9,28,2,0,0,1,25,0,0,0,0,1
1600,福建省,12.9,1,1,0,0,0,1,0,0,0,0,0,1
1601,福建省,24.4,10,10,0,0,0,3,6,0,0,0,0,1
1602,云南省,116.74,5,62,0,0,0,10,32,0,20,0,0,2
1603,福建省,408.79,67,150,12,1,8,29,92,0,4,0,0,5
1604,重庆,28.7,1,3,0,0,0,3,0,0,0,0,0,1
1605,河南省,11.69,1,1,0,0,0,0,1,0,0,0,0,1
1606,湖南省,69.24,4,14,0,0,0,6,8,0,0,0,0,1
1607,江西省,59.8,1,2,0,0,0,0,2,0,0,0,0,1
1608,贵州省,29.9,1,10,0,10,0,0,0,0,0,0,0,1
1609,山西省,175.86,10,26,0,0,0,21,3,0,0,2,0,1
161,福建省,54.22,8,215,200,6,0,1,8,0,0,0,0,1
1610,四川省,34.9,1,1,0,0,0,0,0,0,0,0,0,1
1611,河南省,43.55,11,11,1,0,0,1,4,0,1,1,0,1
1612,江苏省,13.9,1,1,0,0,0,0,1,0,0,0,0,1
1613,陕西省,303.31,11,62,0,0,0,14,36,0,0,2,0,1
1614,河北省,217.8,2,22,0,0,0,0,22,0,0,0,0,2
1615,吉林省,12.9,1,1,0,0,0,1,0,0,0,0,0,1
1616,河南省,62.4,6,25,16,0,0,1,8,0,0,0,0,1
1617,江西省,68.39,18,20,0,0,0,5,7,0,1,1,0,2
1618,浙江省,56.77,16,17,0,0,0,3,6,1,2,0,0,1
1619,山东省,54.39,1,15,0,0,0,0,15,0,0,0,0,1
162,河北省,99,1,10,0,0,0,0,10,0,0,0,0,1
1620,福建省,59.02,21,30,0,0,0,11,19,0,0,0,0,1
1621,福建省,67.15,14,57,0,0,0,0,57,0,0,0,0,1
1622,江苏省,54.56,15,19,5,0,1,4,8,0,1,0,0,1
1623,四川省,73.4,4,6,0,0,0,0,0,0,0,0,6,1
1624,浙江省,65.46,9,45,0,0,1,0,43,0,0,0,0,2
1625,云南省,16.58,2,2,0,0,0,2,0,0,0,0,0,1
1626,福建省,33.68,3,3,0,0,1,1,1,0,0,0,0,1
1627,江西省,25.88,4,6,0,0,0,0,6,0,0,0,0,1
1628,河南省,22.56,1,4,0,0,0,0,4,0,0,0,0,1
1629,陕西省,10.9,1,1,0,0,0,0,1,0,0,0,0,1
163,浙江省,18.58,2,2,0,0,0,0,2,0,0,0,0,1
1630,黑龙江省,54,1,10,0,0,0,0,10,0,0,0,0,1
1631,山西省,109.64,16,35,0,5,0,4,16,0,3,0,0,16
1632,江苏省,32.6,1,4,0,0,0,0,4,0,0,0,0,1
1633,湖北省,102.6,6,14,0,0,0,4,6,0,0,0,0,1
1634,江苏省,59.38,6,6,0,1,0,1,4,0,0,0,0,1
1635,广东省,189.14,8,54,0,0,0,8,46,0,0,0,0,2
1636,广东省,19.06,4,4,1,0,0,0,2,0,0,0,0,1
1637,山东省,133,4,4,0,2,0,0,1,0,0,0,0,4
1638,广东省,185.41,13,60,0,3,0,30,18,0,8,0,0,1
1639,河南省,68.78,8,10,4,1,0,2,3,0,0,0,0,1
164,湖北省,114.7,1,30,0,0,0,0,30,0,0,0,0,1
1640,湖北省,41.4,5,6,0,0,0,2,4,0,0,0,0,1
1641,上海,16.7,1,3,0,0,0,0,3,0,0,0,0,1
1642,湖南省,24.91,4,4,0,0,1,2,1,0,0,0,0,1
1643,辽宁省,142.9,2,30,0,0,0,0,30,0,0,0,0,2
1644,江苏省,1180,2,200,0,0,0,0,200,0,0,0,0,2
1645,湖南省,12.9,1,1,0,0,0,1,0,0,0,0,0,1
1646,北京,36.7,2,8,0,0,0,5,0,0,0,0,0,1
1647,四川省,126.49,17,156,100,5,0,0,36,0,0,0,0,2
1648,山东省,64.84,2,24,0,0,0,0,8,0,0,0,0,1
1649,福建省,42.4,3,6,0,0,0,0,6,0,0,0,0,1
165,浙江省,158.7,1,23,0,0,0,0,23,0,0,0,0,1
1650,浙江省,54.07,5,7,0,3,0,2,2,0,0,0,0,1
1651,江西省,220.82,19,118,50,10,0,14,42,0,2,0,0,2
1652,黑龙江省,99,1,10,0,0,0,0,10,0,0,0,0,1
1653,广东省,57.79,9,22,10,1,0,3,8,0,0,0,0,1
1654,辽宁省,7.91,1,1,0,0,0,0,1,0,0,0,0,1
1655,陕西省,480,1,100,0,0,0,0,100,0,0,0,0,1
1656,河北省,11.9,1,1,0,0,0,0,1,0,0,0,0,1
1657,河南省,11.56,1,1,0,0,0,0,1,0,0,0,0,1
1658,江西省,164.78,14,55,0,0,0,28,17,0,0,0,0,1
1659,重庆,18.8,1,2,0,0,0,0,2,0,0,0,0,1
166,湖北省,121.32,33,33,0,1,0,7,15,1,1,0,0,1
1660,贵州省,105.43,17,57,0,2,0,7,48,0,0,0,0,1
1661,山东省,230.95,22,127,0,0,7,64,33,0,0,0,0,1
1662,浙江省,20.47,5,5,0,0,0,3,2,0,0,0,0,1
1663,四川省,79.8,1,20,0,0,0,0,0,0,0,0,0,1
1664,广东省,179.62,14,96,0,0,0,11,80,0,0,0,0,3
1665,浙江省,20.7,2,2,0,0,0,2,0,0,0,0,0,1
1666,浙江省,29.24,9,10,2,0,1,2,4,0,0,1,0,1
1667,江苏省,55.33,7,37,0,0,0,6,24,0,1,0,0,1
1668,广东省,28.25,5,5,0,0,0,1,4,0,0,0,0,1
1669,上海,56.78,19,19,0,1,0,3,12,0,0,2,0,1
167,江苏省,35.29,5,5,0,0,0,0,3,0,1,0,0,1
1670,江西省,12.9,1,1,0,0,0,1,0,0,0,0,0,1
1671,山东省,58.39,17,18,0,1,0,3,9,0,2,0,0,1
1672,江苏省,132.54,28,30,0,0,0,4,21,0,2,1,0,2
1673,广西壮族自治区,18.78,3,4,0,0,0,0,4,0,0,0,0,1
1674,云南省,9.9,1,1,0,0,0,1,0,0,0,0,0,1
1675,福建省,74.48,1,40,0,0,0,40,0,0,0,0,0,1
1676,广东省,21.07,3,3,0,0,0,0,1,0,2,0,0,1
1677,内蒙古自治区,29.17,4,4,0,0,0,0,0,0,0,0,0,1
1678,广西壮族自治区,12.9,1,1,0,0,0,1,0,0,0,0,0,1
1679,浙江省,34,1,10,0,0,0,0,10,0,0,0,0,1
168,湖南省,17.9,1,1,0,1,0,0,0,0,0,0,0,1
1680,河南省,24.6,1,4,0,0,0,0,4,0,0,0,0,1
1681,辽宁省,25.7,1,3,0,0,0,0,3,0,0,0,0,1
1682,广东省,110.13,13,50,0,0,5,0,28,0,6,0,0,2
1683,河南省,1045.6,20,201,0,0,0,105,61,0,0,0,0,2
1684,广东省,641,1,170,0,0,0,0,170,0,0,0,0,1
1685,海南省,59.19,9,9,0,0,0,0,6,0,0,1,1,1
1686,山东省,68.5,4,5,0,2,0,2,1,0,0,0,0,1
1687,河北省,63.35,2,15,0,0,0,0,15,0,0,0,0,1
1688,北京,16.25,2,2,0,0,0,1,1,0,0,0,0,1
1689,天津,53.51,1,5,0,0,0,0,5,0,0,0,0,1
169,上海,26.14,3,7,0,0,0,2,5,0,0,0,0,1
1690,安徽省,34.9,1,1,0,0,0,0,1,0,0,0,0,1
1691,浙江省,35.65,8,8,0,0,0,1,6,0,0,0,0,1
1692,河北省,28.34,6,15,10,1,0,1,3,0,0,0,0,1
1693,安徽省,38.8,2,2,0,0,0,0,1,0,0,0,0,2
1694,福建省,19.7,1,3,0,0,0,0,3,0,0,0,0,1
1695,海南省,142.33,14,38,0,0,0,9,19,0,0,0,0,2
1696,广西壮族自治区,69.45,7,23,12,1,0,6,1,0,1,0,0,1
1697,云南省,120,2,50,0,0,0,50,0,0,0,0,0,2
1698,河北省,143.17,21,41,0,0,0,6,35,0,0,0,0,2
1699,陕西省,93.51,26,54,32,0,0,4,11,0,1,1,0,1
